,pretty_formula,composition,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,PymatgenData mean X,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev group,PymatgenData mean block,PymatgenData std_dev block,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData mean mendeleev_no,PymatgenData std_dev mendeleev_no,PymatgenData mean electrical_resistivity,PymatgenData mean thermal_conductivity,PymatgenData std_dev thermal_conductivity,PymatgenData mean melting_point,PymatgenData std_dev melting_point,Miedema_deltaH_amor,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,Miedema_deltaH_ami,Miedema_deltaH_am_min
0,Ir0Ni0Ta100,Ta100,0.023994,0.023994,1,1.5,0,5,0,3,0,180.94788,0,1.45,0,52,0,1.35E-07,57,0,3290,0,0.11923578,0.105263158,0,0.157894737,0.736842105,0,0,0.11923578,0.11923578
1,Ir0Ni1Ta99,Ni1 Ta99,0.024860455,0.025179896,0.221560125,1.5041,0.28991378,5.05,3.535533906,3,0,179.7253352,86.44697184,1.449,0.070710678,52.15,10.60660172,1.34E-07,57.34,24.04163056,3274.38,1104.500792,0.10797766,0.105764146,0,0.161290323,0.732945531,1.327534577,0.013054873,0.118671398,0.118671398
2,Ir0Ni2Ta98,Ni2 Ta98,0.025727993,0.026313553,0.207417989,1.5082,0.28991378,5.1,3.535533906,3,0,178.5027904,86.44697184,1.448,0.070710678,52.3,10.60660172,1.34E-07,57.68,24.04163056,3258.76,1104.500792,0.096871443,0.106269926,0,0.164718385,0.72901169,1.168282069,0.01839303,0.118117962,0.118117962
3,Ir0Ni3Ta97,Ni3 Ta97,0.026596612,0.027394971,0.193275854,1.5123,0.28991378,5.15,3.535533906,3,0,177.2802456,86.44697184,1.447,0.070710678,52.45,10.60660172,1.33E-07,58.02,24.04163056,3243.14,1104.500792,0.085901283,0.106780566,0,0.168179391,0.725040043,1.076287435,0.022441025,0.11758567,0.11758567
4,Ir0Ni4Ta96,Ni4 Ta96,0.027466315,0.028424151,0.179133718,1.5164,0.28991378,5.2,3.535533906,3,0,176.0577008,86.44697184,1.446,0.070710678,52.6,10.60660172,1.32E-07,58.36,24.04163056,3227.52,1104.500792,0.075052702,0.107296137,0,0.17167382,0.721030043,1.011706694,0.025812704,0.117083921,0.117083921
5,Ir0Ni5Ta95,Ni5 Ta95,0.028337099,0.029401093,0.164991582,1.5205,0.28991378,5.25,3.535533906,3,0,174.835156,86.44697184,1.445,0.070710678,52.75,10.60660172,1.32E-07,58.7,24.04163056,3211.9,1104.500792,0.064312571,0.107816712,0,0.175202156,0.716981132,0.962086891,0.028746644,0.116621334,0.116621334
6,Ir0Ni6Ta94,Ni6 Ta94,0.029208966,0.030325796,0.150849447,1.5246,0.28991378,5.3,3.535533906,3,0,173.6126112,86.44697184,1.444,0.070710678,52.9,10.60660172,1.31E-07,59.04,24.04163056,3196.28,1104.500792,0.053669088,0.108342362,0,0.178764897,0.712892741,0.921895004,0.031365564,0.116205765,0.116205765
7,Ir0Ni7Ta93,Ni7 Ta93,0.030081915,0.031198261,0.136707311,1.5287,0.28991378,5.35,3.535533906,3,0,172.3900664,86.44697184,1.443,0.070710678,53.05,10.60660172,1.31E-07,59.38,24.04163056,3180.66,1104.500792,0.043111764,0.108873163,0,0.182362548,0.70876429,0.888186629,0.033742558,0.115844316,0.115844316
8,Ir0Ni8Ta92,Ni8 Ta92,0.030955946,0.032018487,0.122565175,1.5328,0.28991378,5.4,3.535533906,3,0,171.1675216,86.44697184,1.442,0.070710678,53.2,10.60660172,1.30E-07,59.72,24.04163056,3165.04,1104.500792,0.032631399,0.10940919,0,0.185995624,0.704595186,0.859208324,0.035925361,0.115543347,0.115543347
9,Ir0Ni9Ta91,Ni9 Ta91,-0.03230835,0.03230835,0.10842304,1.5369,0.28991378,5.45,3.535533906,3,0,169.9449768,86.44697184,1.441,0.070710678,53.35,10.60660172,1.29E-07,60.06,24.04163056,3149.42,1104.500792,0.022220071,0.109950522,0,0.189664651,0.700384827,0.833831673,0.037947194,0.115308483,0.115308483
10,Ir0Ni10Ta90,Ni10 Ta90,-0.030643213,0.030643213,0.094280904,1.541,0.28991378,5.5,3.535533906,3,0,168.722432,86.44697184,1.44,0.070710678,53.5,10.60660172,1.29E-07,60.4,24.04163056,3133.8,1104.500792,0.011871112,0.110497238,0,0.193370166,0.696132597,0.811287942,0.039832285,0.115144627,0.115144627
11,Ir0Ni11Ta89,Ni11 Ta89,-0.028978862,0.028978862,0.080138769,1.5451,0.28991378,5.55,3.535533906,3,0,167.4998872,86.44697184,1.439,0.070710678,53.65,10.60660172,1.28E-07,60.74,24.04163056,3118.18,1104.500792,0.001579092,0.111049417,0,0.197112715,0.691837868,0.79103005,0.041598946,0.115055957,0.107024166
12,Ir0Ni12Ta88,Ni12 Ta88,-0.027315297,0.027315297,0.065996633,1.5492,0.28991378,5.6,3.535533906,3,0,166.2773424,86.44697184,1.438,0.070710678,53.8,10.60660172,1.27E-07,61.08,24.04163056,3102.56,1104.500792,-0.008660197,0.111607143,0,0.200892857,0.6875,0.772654955,0.043261415,0.115045939,0.098767193
13,Ir0Ni13Ta87,Ni13 Ta87,-0.02565252,0.025658819,0.051854497,1.5533,0.28991378,5.65,3.535533906,3,0,165.0547976,86.44697184,1.437,0.070710678,53.95,10.60660172,1.27E-07,61.42,24.04163056,3086.94,1104.500792,-0.018849765,0.112170499,0,0.204711161,0.68311834,0.755857263,0.04483102,0.115117332,0.090470396
14,Ir0Ni14Ta86,Ni14 Ta86,-0.02399053,0.024370559,0.037712362,1.5574,0.28991378,5.7,3.535533906,3,0,163.8322528,86.44697184,1.436,0.070710678,54.1,10.60660172,1.26E-07,61.76,24.04163056,3071.32,1104.500792,-0.02899144,0.112739572,0,0.208568207,0.678692221,0.740400114,0.046316943,0.115272189,0.082131902
15,Ir0Ni15Ta85,Ni15 Ta85,-0.022329326,0.023136406,0.023570226,1.5615,0.28991378,5.75,3.535533906,3,0,162.609708,86.44697184,1.435,0.070710678,54.25,10.60660172,1.26E-07,62.1,24.04163056,3055.7,1104.500792,-0.039085891,0.113314448,0,0.212464589,0.674220963,0.726096169,0.047726746,0.115511867,0.073750989
16,Ir0Ni16Ta84,Ni16 Ta84,-0.020668909,0.021956361,0.00942809,1.5656,0.28991378,5.8,3.535533906,3,0,161.3871632,86.44697184,1.434,0.070710678,54.4,10.60660172,1.25E-07,62.44,24.04163056,3040.08,1104.500792,-0.049132651,0.113895216,0,0.216400911,0.669703872,0.712794744,0.049066745,0.115837034,0.065328057
17,Ir0Ni17Ta83,Ni17 Ta83,-0.01900928,0.020830424,0.004714045,1.5697,0.28991378,5.85,3.535533906,3,0,160.1646184,86.44697184,1.433,0.070710678,54.55,10.60660172,1.24E-07,62.78,24.04163056,3024.46,1104.500792,-0.059130142,0.114481969,0,0.22037779,0.66514024,0.70037288,0.050342267,0.116247671,0.05686461
18,Ir0Ni18Ta82,Ni18 Ta82,-0.017350437,0.019758594,0.018856181,1.5738,0.28991378,5.9,3.535533906,3,0,158.9420736,86.44697184,1.432,0.070710678,54.7,10.60660172,1.24E-07,63.12,24.04163056,3008.84,1104.500792,-0.069075698,0.115074799,0,0.224395857,0.660529344,0.688728961,0.051557859,0.116743089,0.048363227
19,Ir0Ni19Ta81,Ni19 Ta81,-0.01569238,0.018740873,0.032998316,1.5779,0.28991378,5.95,3.535533906,3,0,157.7195288,86.44697184,1.431,0.070710678,54.85,10.60660172,1.23E-07,63.46,24.04163056,2993.22,1104.500792,-0.078965599,0.1156738,0,0.228455755,0.655870445,0.677778076,0.052717428,0.117321935,0.039827532
20,Ir0Ni20Ta80,Ni20 Ta80,-0.014035111,0.017777258,0.047140452,1.582,0.28991378,6,3.535533906,3,0,156.496984,86.44697184,1.43,0.070710678,55,10.60660172,1.22E-07,63.8,24.04163056,2977.6,1104.500792,-0.088795092,0.11627907,0,0.23255814,0.651162791,0.667448572,0.053824363,0.117982203,0.031262168
21,Ir0Ni21Ta79,Ni21 Ta79,-0.016634781,0.016634781,0.056568542,1.5861,0.28991378,6.05,3.535533906,3,0,155.2744392,86.44697184,1.429,0.070710678,55.15,10.60660172,1.22E-07,64.14,24.04163056,2961.98,1104.500792,-0.098558433,0.116890707,0,0.236703682,0.646405611,0.657679453,0.054881615,0.118721252,0.016972412
22,Ir0Ni22Ta78,Ni22 Ta78,-0.015175751,0.015175751,0.042426407,1.5902,0.28991378,6.1,3.535533906,3,0,154.0518944,86.44697184,1.428,0.070710678,55.3,10.60660172,1.21E-07,64.48,24.04163056,2946.36,1104.500792,-0.108248914,0.117508813,0,0.240893067,0.64159812,0.648418382,0.055891775,0.11953582,0.00266519
23,Ir0Ni23Ta77,Ni23 Ta77,-0.013716962,0.013716962,0.028284271,1.5943,0.28991378,6.15,3.535533906,3,0,152.8293496,86.44697184,1.427,0.070710678,55.45,10.60660172,1.21E-07,64.82,24.04163056,2930.74,1104.500792,-0.117858904,0.118133491,0,0.245126994,0.636739516,0.639620139,0.056857126,0.120422044,-0.011652007
24,Ir0Ni24Ta76,Ni24 Ta76,-0.012258414,0.012258414,0.014142136,1.5984,0.28991378,6.2,3.535533906,3,0,151.6068048,86.44697184,1.426,0.070710678,55.6,10.60660172,1.20E-07,65.16,24.04163056,2915.12,1104.500792,-0.127379889,0.118764846,0,0.249406176,0.631828979,0.631245401,0.057779689,0.121375479,-0.025970816
25,Ir0Ni25Ta75,Ni25 Ta75,-0.010800106,0.010800106,0,1.6025,0.28991378,6.25,3.535533906,3,0,150.38426,86.44697184,1.425,0.070710678,55.75,10.60660172,1.19E-07,65.5,24.04163056,2899.5,1104.500792,-0.136802509,0.119402985,0,0.253731343,0.626865672,0.623259775,0.058661257,0.122391128,-0.040282045
26,Ir0Ni26Ta74,Ni26 Ta74,-0.00934204,0.00934204,0.00942809,1.6066,0.28991378,6.3,3.535533906,3,0,149.1617152,86.44697184,1.424,0.070710678,55.9,10.60660172,1.19E-07,65.84,24.04163056,2883.88,1104.500792,-0.146116611,0.120048019,0,0.258103241,0.621848739,0.615633023,0.059503432,0.12346346,-0.050948218
27,Ir0Ni27Ta73,Ni27 Ta73,-0.007884214,0.007884214,0.004714045,1.6107,0.28991378,6.35,3.535533906,3,0,147.9391704,86.44697184,1.423,0.070710678,56.05,10.60660172,1.18E-07,66.18,24.04163056,2868.26,1104.500792,-0.155311288,0.12070006,0,0.262522631,0.616777308,0.60833843,0.060307641,0.124586446,-0.05769951
28,Ir0Ni28Ta72,Ni28 Ta72,-0.006426628,0.006426628,0.018856181,1.6148,0.28991378,6.4,3.535533906,3,0,146.7166256,86.44697184,1.422,0.070710678,56.2,10.60660172,1.17E-07,66.52,24.04163056,2852.64,1104.500792,-0.164374934,0.121359223,0,0.266990291,0.611650485,0.601352297,0.061075164,0.125753591,-0.064411115
29,Ir0Ni29Ta71,Ni29 Ta71,-0.004969283,0.00572539,0.025020701,1.6189,0.28991378,6.45,3.535533906,3,0,145.4940808,86.44697184,1.421,0.070710678,56.35,10.60660172,1.17E-07,66.86,24.04163056,2837.02,1104.500792,-0.173295296,0.122025625,0,0.271507016,0.606467358,0.594653509,0.061807147,0.126957963,-0.071070992
30,Ir0Ni30Ta70,Ni30 Ta70,-0.003512179,0.005110556,0.010878566,1.623,0.28991378,6.5,3.535533906,3,0,144.271536,86.44697184,1.42,0.070710678,56.5,10.60660172,1.16E-07,67.2,24.04163056,2821.4,1104.500792,-0.182059529,0.122699387,0,0.27607362,0.601226994,0.588223193,0.062504622,0.128192239,-0.077666517
31,Ir0Ni31Ta69,Ni31 Ta69,-0.002055316,0.004550376,0.00326357,1.6271,0.28991378,6.55,3.535533906,3,0,143.0489912,86.44697184,1.419,0.070710678,56.65,10.60660172,1.15E-07,67.54,24.04163056,2805.78,1104.500792,-0.19065425,0.123380629,0,0.280690932,0.595928439,0.582044422,0.063168511,0.129448737,-0.084184544
32,Ir0Ni32Ta68,Ni32 Ta68,-0.000598693,0.00404485,0.017405705,1.6312,0.28991378,6.6,3.535533906,3,0,141.8264464,86.44697184,1.418,0.070710678,56.8,10.60660172,1.15E-07,67.88,24.04163056,2790.16,1104.500792,-0.199065605,0.124069479,0,0.285359801,0.59057072,0.576101968,0.063799646,0.130719466,-0.090611464
33,Ir0Ni33Ta67,Ni33 Ta67,0.000857689,0.003593977,0.004714045,1.6353,0.28991378,6.65,3.535533906,3,0,140.6039016,86.44697184,1.417,0.070710678,56.95,10.60660172,1.14E-07,68.22,24.04163056,2774.54,1104.500792,-0.207279326,0.124766064,0,0.290081098,0.585152838,0.570382098,0.064398772,0.131996166,-0.09693327
34,Ir0Ni34Ta66,Ni34 Ta66,0.00231383,0.003197759,0.00942809,1.6394,0.28991378,6.7,3.535533906,3,0,139.3813568,86.44697184,1.416,0.070710678,57.1,10.60660172,1.14E-07,68.56,24.04163056,2758.92,1104.500792,-0.215280797,0.125470514,0,0.294855709,0.579673777,0.564872395,0.064966556,0.133270357,-0.103135616
35,Ir0Ni35Ta65,Ni35 Ta65,0.003769731,0.003769731,0.023570226,1.6435,0.28991378,6.75,3.535533906,3,0,138.158812,86.44697184,1.415,0.070710678,57.25,10.60660172,1.13E-07,68.9,24.04163056,2743.3,1104.500792,-0.22305512,0.126182965,0,0.299684543,0.574132492,0.559561614,0.065503595,0.134533388,-0.109203889
36,Ir0Ni36Ta64,Ni36 Ta64,0.005225391,0.005225391,0.034811411,1.6476,0.28991378,6.8,3.535533906,3,0,136.9362672,86.44697184,1.414,0.070710678,57.4,10.60660172,1.12E-07,69.24,24.04163056,2727.68,1104.500792,-0.230587185,0.126903553,0,0.304568528,0.568527919,0.554439546,0.066010423,0.135776487,-0.115123275
37,Ir0Ni37Ta63,Ni37 Ta63,0.00668081,0.00668081,0.020669275,1.6517,0.28991378,6.85,3.535533906,3,0,135.7137224,86.44697184,1.413,0.070710678,57.55,10.60660172,1.12E-07,69.58,24.04163056,2712.06,1104.500792,-0.237861737,0.127632419,0,0.309508615,0.562858966,0.549496913,0.066487511,0.136990815,-0.12087883
38,Ir0Ni38Ta62,Ni38 Ta62,0.008135989,0.008135989,0.00652714,1.6558,0.28991378,6.9,3.535533906,3,0,134.4911776,86.44697184,1.412,0.070710678,57.7,10.60660172,1.11E-07,69.92,24.04163056,2696.44,1104.500792,-0.244863448,0.128369705,0,0.314505777,0.557124519,0.544725274,0.066935277,0.138167517,-0.126455547
39,Ir0Ni39Ta61,Ni39 Ta61,0.009590927,0.009590927,0.007614996,1.6599,0.28991378,6.95,3.535533906,3,0,133.2686328,86.44697184,1.411,0.070710678,57.85,10.60660172,1.10E-07,70.26,24.04163056,2680.82,1104.500792,-0.251576992,0.129115558,0,0.319561007,0.551323434,0.540116937,0.067354087,0.139297778,-0.131838435
40,Ir0Ni40Ta60,Ni40 Ta60,0.011045624,0.011045624,0.021757132,1.664,0.28991378,7,3.535533906,3,0,132.046088,86.44697184,1.41,0.070710678,58,10.60660172,1.10E-07,70.6,24.04163056,2665.2,1104.500792,-0.257987112,0.12987013,0,0.324675325,0.545454545,0.535664896,0.067744258,0.140372877,-0.137012587
41,Ir0Ni41Ta59,Ni41 Ta59,0.01250008,0.01250008,0.035899267,1.6681,0.28991378,7.05,3.535533906,3,0,130.8235432,86.44697184,1.409,0.070710678,58.15,10.60660172,1.09E-07,70.94,24.04163056,2649.58,1104.500792,-0.2640787,0.130633573,0,0.329849771,0.539516656,0.531362763,0.068106062,0.14138424,-0.141963255
42,Ir0Ni42Ta58,Ni42 Ta58,0.013954296,0.013954296,0.050041403,1.6722,0.28991378,7.1,3.535533906,3,0,129.6009984,86.44697184,1.408,0.070710678,58.3,10.60660172,1.09E-07,71.28,24.04163056,2633.96,1104.500792,-0.269836866,0.131406045,0,0.335085414,0.533508541,0.527204716,0.068439729,0.142323495,-0.146675923
43,Ir0Ni43Ta57,Ni43 Ta57,0.015408271,0.015408271,0.064183539,1.6763,0.28991378,7.15,3.535533906,3,0,128.3784536,86.44697184,1.407,0.070710678,58.45,10.60660172,1.08E-07,71.62,24.04163056,2618.34,1104.500792,-0.275247014,0.132187707,0,0.340383344,0.527428949,0.523185452,0.068745445,0.143182527,-0.151136385
44,Ir0Ni44Ta56,Ni44 Ta56,0.016862006,0.016862006,0.078325674,1.6804,0.28991378,7.2,3.535533906,3,0,127.1559088,86.44697184,1.406,0.070710678,58.6,10.60660172,1.07E-07,71.96,24.04163056,2602.72,1104.500792,-0.280294913,0.132978723,0,0.345744681,0.521276596,0.51930015,0.06902336,0.143953528,-0.155330811
45,Ir0Ni45Ta55,Ni45 Ta55,0.018315499,0.018315499,0.09246781,1.6845,0.28991378,7.25,3.535533906,3,0,125.933364,86.44697184,1.405,0.070710678,58.75,10.60660172,1.07E-07,72.3,24.04163056,2587.1,1104.500792,-0.284966772,0.133779264,0,0.351170569,0.515050167,0.515544429,0.069273585,0.144629052,-0.156654758
46,Ir0Ni46Ta54,Ni46 Ta54,0.019768753,0.019768753,0.106609945,1.6886,0.28991378,7.3,3.535533906,3,0,124.7108192,86.44697184,1.404,0.070710678,58.9,10.60660172,1.06E-07,72.64,24.04163056,2571.48,1104.500792,-0.28924931,0.134589502,0,0.35666218,0.508748318,0.511914322,0.069496193,0.145202057,-0.156650014
47,Ir0Ni47Ta53,Ni47 Ta53,0.021221765,0.021221765,0.120752081,1.6927,0.28991378,7.35,3.535533906,3,0,123.4882744,86.44697184,1.403,0.070710678,59.05,10.60660172,1.05E-07,72.98,24.04163056,2555.86,1104.500792,-0.293129827,0.135409614,0,0.362220718,0.502369668,0.50840625,0.069691222,0.145665959,-0.156340749
48,Ir0Ni48Ta52,Ni48 Ta52,0.022674537,0.022674537,0.134894217,1.6968,0.28991378,7.4,3.535533906,3,0,122.2657296,86.44697184,1.402,0.070710678,59.2,10.60660172,1.05E-07,73.32,24.04163056,2540.24,1104.500792,-0.29659627,0.136239782,0,0.367847411,0.495912807,0.505016996,0.069858676,0.146014675,-0.155715368
49,Ir0Ni49Ta51,Ni49 Ta51,0.024127068,0.024127068,0.149036352,1.7009,0.28991378,7.45,3.535533906,3,0,121.0431848,86.44697184,1.401,0.070710678,59.35,10.60660172,1.04E-07,73.66,24.04163056,2524.62,1104.500792,-0.299637301,0.137080192,0,0.373543523,0.489376285,0.501743687,0.069998525,0.146242661,-0.154763005
50,Ir0Ni50Ta50,Ni50 Ta50,0.025579358,0.025579358,0.163178488,1.705,0.28991378,7.5,3.535533906,3,0,119.82064,86.44697184,1.4,0.070710678,59.5,10.60660172,1.04E-07,74,24.04163056,2509,1104.500792,-0.302242361,0.137931034,0,0.379310345,0.482758621,0.498583779,0.070110701,0.146344953,-0.153473584
51,Ir0Ni51Ta49,Ni51 Ta49,0.027031408,0.027031408,0.177320624,1.7091,0.28991378,7.55,3.535533906,3,0,118.5980952,86.44697184,1.399,0.070710678,59.65,10.60660172,1.03E-07,74.34,24.04163056,2493.38,1104.500792,-0.30440173,0.138792505,0,0.385149202,0.476058293,0.495535041,0.070195106,0.146317203,-0.151837886
52,Ir0Ni52Ta48,Ni52 Ta48,0.028483217,0.028483217,0.191462759,1.7132,0.28991378,7.6,3.535533906,3,0,117.3755504,86.44697184,1.398,0.070710678,59.8,10.60660172,1.02E-07,74.68,24.04163056,2477.76,1104.500792,-0.306106586,0.139664804,0,0.391061453,0.469273743,0.492595547,0.070251606,0.146155706,-0.149847603
53,Ir0Ni53Ta47,Ni53 Ta47,0.029934785,0.029934785,0.205604895,1.7173,0.28991378,7.65,3.535533906,3,0,116.1530056,86.44697184,1.397,0.070710678,59.95,10.60660172,1.02E-07,75.02,24.04163056,2462.14,1104.500792,-0.307349057,0.140548138,0,0.397048489,0.462403373,0.489763667,0.070280031,0.145857434,-0.147495392
54,Ir0Ni54Ta46,Ni54 Ta46,0.031386113,0.031386113,0.2085965,1.7214,0.28991378,7.7,3.535533906,3,0,114.9304608,86.44697184,1.396,0.070710678,60.1,10.60660172,1.01E-07,75.36,24.04163056,2446.52,1104.500792,-0.308122275,0.141442716,0,0.40311174,0.455445545,0.487038059,0.070280178,0.145420052,-0.144774929
55,Ir0Ni55Ta45,Ni55 Ta45,0.032837199,0.032837199,0.194454365,1.7255,0.28991378,7.75,3.535533906,3,0,113.707916,86.44697184,1.395,0.070710678,60.25,10.60660172,1.00E-07,75.7,24.04163056,2430.9,1104.500792,-0.308420422,0.142348754,0,0.409252669,0.448398577,0.484417669,0.070251807,0.144841942,-0.141680955
56,Ir0Ni56Ta44,Ni56 Ta44,0.034288046,0.034288046,0.180312229,1.7296,0.28991378,7.8,3.535533906,3,0,112.4853712,86.44697184,1.394,0.070710678,60.4,10.60660172,9.97E-08,76.04,24.04163056,2415.28,1104.500792,-0.308238774,0.143266476,0,0.415472779,0.441260745,0.481901728,0.070194641,0.144122214,-0.138209316
57,Ir0Ni57Ta43,Ni57 Ta43,-0.009111409,0.035680865,0.166170094,1.7337,0.28991378,7.85,3.535533906,3,0,111.2628264,86.44697184,1.393,0.070710678,60.55,10.60660172,9.91E-08,76.38,24.04163056,2399.66,1104.500792,-0.307573734,0.144196107,0,0.421773612,0.434030281,0.479489754,0.070108365,0.143260721,-0.134357007
58,Ir0Ni58Ta42,Ni58 Ta42,-0.035156899,0.035156899,0.152027958,1.7378,0.28991378,7.9,3.535533906,3,0,110.0402816,86.44697184,1.392,0.070710678,60.7,10.60660172,9.85E-08,76.72,24.04163056,2384.04,1104.500792,-0.306422874,0.145137881,0,0.428156749,0.42670537,0.477181556,0.069992623,0.14225806,-0.130122202
59,Ir0Ni59Ta41,Ni59 Ta41,-0.033752231,0.033752231,0.137885822,1.7419,0.28991378,7.95,3.535533906,3,0,108.8177368,86.44697184,1.391,0.070710678,60.85,10.60660172,9.78E-08,77.06,24.04163056,2368.42,1104.500792,-0.304784957,0.146092038,0,0.434623813,0.419284149,0.47497724,0.06984702,0.141115577,-0.125504284
60,Ir0Ni60Ta40,Ni60 Ta40,-0.032347383,0.032347383,0.123743687,1.746,0.28991378,8,3.535533906,3,0,107.595192,86.44697184,1.39,0.070710678,61,10.60660172,9.72E-08,77.4,24.04163056,2352.8,1104.500792,-0.302659964,0.147058824,0,0.441176471,0.411764706,0.472877221,0.069671115,0.139835367,-0.120503867
61,Ir0Ni61Ta39,Ni61 Ta39,-0.030942354,0.030942354,0.109601551,1.7501,0.28991378,8.05,3.535533906,3,0,106.3726472,86.44697184,1.389,0.070710678,61.15,10.60660172,9.66E-08,77.74,24.04163056,2337.18,1104.500792,-0.300049112,0.14803849,0,0.447816432,0.404145078,0.470882231,0.069464424,0.138420259,-0.11745478
62,Ir0Ni62Ta38,Ni62 Ta38,-0.029537147,0.029537147,0.095459415,1.7542,0.28991378,8.1,3.535533906,3,0,105.1501024,86.44697184,1.388,0.070710678,61.3,10.60660172,9.59E-08,78.08,24.04163056,2321.56,1104.500792,-0.296954865,0.149031297,0,0.454545455,0.396423249,0.468993342,0.069226411,0.136873817,-0.114028192
63,Ir0Ni63Ta37,Ni63 Ta37,-0.028131759,0.028131759,0.08131728,1.7583,0.28991378,8.15,3.535533906,3,0,103.9275576,86.44697184,1.387,0.070710678,61.45,10.60660172,9.53E-08,78.42,24.04163056,2305.94,1104.500792,-0.293380946,0.150037509,0,0.461365341,0.388597149,0.467211976,0.06895649,0.135200319,-0.110228507
64,Ir0Ni64Ta36,Ni64 Ta36,-0.026726191,0.026726191,0.067175144,1.7624,0.28991378,8.2,3.535533906,3,0,102.7050128,86.44697184,1.386,0.070710678,61.6,10.60660172,9.47E-08,78.76,24.04163056,2290.32,1104.500792,-0.289332333,0.151057402,0,0.468277946,0.380664653,0.465539939,0.06865402,0.133404742,-0.1060614
65,Ir0Ni65Ta35,Ni65 Ta35,-0.025320444,0.025320444,0.053033009,1.7665,0.28991378,8.25,3.535533906,3,0,101.482468,86.44697184,1.385,0.070710678,61.75,10.60660172,9.41E-08,79.1,24.04163056,2274.7,1104.500792,-0.284815259,0.152091255,0,0.475285171,0.372623574,0.463979442,0.068318299,0.13149274,-0.101533816
66,Ir0Ni66Ta34,Ni66 Ta34,-0.023914517,0.023914517,0.038890873,1.7706,0.28991378,8.3,3.535533906,3,0,100.2599232,86.44697184,1.384,0.070710678,61.9,10.60660172,9.34E-08,79.44,24.04163056,2259.08,1104.500792,-0.279837198,0.153139357,0,0.482388974,0.364471669,0.46253314,0.067948563,0.129470627,-0.096653961
67,Ir0Ni67Ta33,Ni67 Ta33,-0.02250841,0.02250841,0.024748737,1.7747,0.28991378,8.35,3.535533906,3,0,99.0373784,86.44697184,1.383,0.070710678,62.05,10.60660172,9.28E-08,79.78,24.04163056,2243.46,1104.500792,-0.27440685,0.154202005,0,0.489591365,0.356206631,0.461204171,0.067543975,0.127345344,-0.091431282
68,Ir0Ni68Ta32,Ni68 Ta32,-0.021102123,0.021102123,0.010606602,1.7788,0.28991378,8.4,3.535533906,3,0,97.8148336,86.44697184,1.382,0.070710678,62.2,10.60660172,9.22E-08,80.12,24.04163056,2227.84,1104.500792,-0.268534119,0.155279503,0,0.49689441,0.347826087,0.459996204,0.067103626,0.125124437,-0.085876442
69,Ir0Ni69Ta31,Ni69 Ta31,-0.019695656,0.019695656,0.003535534,1.7829,0.28991378,8.45,3.535533906,3,0,96.5922888,86.44697184,1.381,0.070710678,62.35,10.60660172,9.15E-08,80.46,24.04163056,2212.22,1104.500792,-0.262230081,0.156372166,0,0.504300235,0.3393276,0.458913497,0.066626519,0.122816024,-0.080001297
70,Ir0Ni70Ta30,Ni70 Ta30,-0.01828901,0.01828901,0.01767767,1.787,0.28991378,8.5,3.535533906,3,0,95.369744,86.44697184,1.38,0.070710678,62.5,10.60660172,9.09E-08,80.8,24.04163056,2196.6,1104.500792,-0.255506946,0.157480315,0,0.511811024,0.330708661,0.457960965,0.06611157,0.120428763,-0.073818852
71,Ir0Ni71Ta29,Ni71 Ta29,-0.016882183,0.016882183,0.031819805,1.7911,0.28991378,8.55,3.535533906,3,0,94.1471992,86.44697184,1.379,0.070710678,62.65,10.60660172,9.03E-08,81.14,24.04163056,2180.98,1104.500792,-0.248378014,0.158604282,0,0.519429025,0.321966693,0.457144261,0.065557593,0.117971824,-0.06993429
72,Ir0Ni72Ta28,Ni72 Ta28,-0.015475177,0.015475177,0.042426407,1.7952,0.28991378,8.6,3.535533906,3,0,92.9246544,86.44697184,1.378,0.070710678,62.8,10.60660172,8.96E-08,81.48,24.04163056,2165.36,1104.500792,-0.240857625,0.159744409,0,0.52715655,0.313099042,0.45646987,0.064963287,0.115454848,-0.065771708
73,Ir0Ni73Ta27,Ni73 Ta27,-0.014067991,0.014067991,0.028284271,1.7993,0.28991378,8.65,3.535533906,3,0,91.7021096,86.44697184,1.377,0.070710678,62.95,10.60660172,8.90E-08,81.82,24.04163056,2149.74,1104.500792,-0.232961093,0.160901046,0,0.534995977,0.304102977,0.455945227,0.06432723,0.112887914,-0.06134727
74,Ir0Ni74Ta26,Ni74 Ta26,-0.012660626,0.012660626,0.014142136,1.8034,0.28991378,8.7,3.535533906,3,0,90.4795648,86.44697184,1.376,0.070710678,63.1,10.60660172,8.84E-08,82.16,24.04163056,2134.12,1104.500792,-0.224704643,0.162074554,0,0.542949757,0.294975689,0.455578854,0.063647859,0.1102815,-0.056678061
75,Ir0Ni75Ta25,Ni75 Ta25,-0.01125308,0.01125308,0,1.8075,0.28991378,8.75,3.535533906,3,0,89.25702,86.44697184,1.375,0.070710678,63.25,10.60660172,8.78E-08,82.5,24.04163056,2118.5,1104.500792,-0.216105323,0.163265306,0,0.551020408,0.285714286,0.455380526,0.062923452,0.107646445,-0.05178201
