,pretty_formula,composition,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,PymatgenData mean X,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev group,PymatgenData mean block,PymatgenData std_dev block,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData mean mendeleev_no,PymatgenData std_dev mendeleev_no,PymatgenData mean electrical_resistivity,PymatgenData mean thermal_conductivity,PymatgenData std_dev thermal_conductivity,PymatgenData mean melting_point,PymatgenData std_dev melting_point,Miedema_deltaH_amor,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,Miedema_deltaH_ami,Miedema_deltaH_am_min
0,La0Al0C100,C100,0.023994,0.023994,1,2.55,0,14,0,2,0,12.0107,0,0.7,0,95,0,1.00E-05,140,0,3800,0,0.148727319,0.5,0.5,0,0,0,0,0.148727319,0.148727319
1,La0Al1C99,Al1 C99,0.01658701,0.01658701,0.212132034,2.5406,0.664680374,13.99,0.707106781,2,0,12.16040839,10.58598149,0.7055,0.38890873,94.85,10.60660172,9.90E-06,140.95,67.17514421,3771.3347,2026.942801,1.975365713,0.501253133,0.498746867,0,0,1.239143408,0.082018542,0.147592585,0.13364861
2,La0Al2C98,Al2 C98,0.009191646,0.009191646,0.197989899,2.5312,0.664680374,13.98,0.707106781,2,0,12.31011677,10.58598149,0.711,0.38890873,94.7,10.60660172,9.80E-06,141.9,67.17514421,3742.6694,2026.942801,1.936867655,0.502512563,0.497487437,0,0,1.087376557,0.11446091,0.146535641,0.118816757
3,La0Al3C97,Al3 C97,0.001807911,0.00247289,0.183847763,2.5218,0.664680374,13.97,0.707106781,2,0,12.45982516,10.58598149,0.7165,0.38890873,94.55,10.60660172,9.70E-06,142.85,67.17514421,3714.0041,2026.942801,1.898695157,0.503778338,0.496221662,0,0,0.998852703,0.138337331,0.145616722,0.104124011
4,La0Al4C96,Al4 C96,-0.005564198,0.010669461,0.169705627,2.5124,0.664680374,13.96,0.707106781,2,0,12.60953354,10.58598149,0.722,0.38890873,94.4,10.60660172,9.60E-06,143.8,67.17514421,3685.3388,2026.942801,1.860767504,0.505050505,0.494949495,0,0,0.936165918,0.157634332,0.144877703,0.089489661
5,La0Al5C95,Al5 C95,-0.012924679,0.018553169,0.155563492,2.503,0.664680374,13.95,0.707106781,2,0,12.75924193,10.58598149,0.7275,0.38890873,94.25,10.60660172,9.50E-06,144.75,67.17514421,3656.6735,2026.942801,1.823027624,0.506329114,0.493670886,0,0,0.887608216,0.173921155,0.144344693,0.074857185
6,La0Al6C94,Al6 C94,-0.020273533,0.026124013,0.141421356,2.4936,0.664680374,13.94,0.707106781,2,0,12.90895032,10.58598149,0.733,0.38890873,94.1,10.60660172,9.40E-06,145.7,67.17514421,3628.0082,2026.942801,1.785438713,0.507614213,0.492385787,0,0,0.847970541,0.188015313,0.144031249,0.060190819
7,La0Al7C93,Al7 C93,-0.02761076,0.033381995,0.127279221,2.4842,0.664680374,13.93,0.707106781,2,0,13.0586587,10.58598149,0.7385,0.38890873,93.95,10.60660172,9.30E-06,146.65,67.17514421,3599.3429,2026.942801,1.747980829,0.508905852,0.491094148,0,0,0.814477271,0.200410028,0.143941493,0.045472092
8,La0Al8C92,Al8 C92,0.037565533,0.037565533,0.113137085,2.4748,0.664680374,13.92,0.707106781,2,0,13.20836709,10.58598149,0.744,0.38890873,93.8,10.60660172,9.20E-06,147.6,67.17514421,3570.6776,2026.942801,1.710647761,0.510204082,0.489795918,0,0,0.785473364,0.211431621,0.144072743,0.030696647
9,La0Al9C91,Al9 C91,0.030022397,0.030022397,0.098994949,2.4654,0.664680374,13.91,0.707106781,2,0,13.35807547,10.58598149,0.7495,0.38890873,93.65,10.60660172,9.10E-06,148.55,67.17514421,3542.0123,2026.942801,1.673444294,0.511508951,0.488491049,0,0,0.759892386,0.221310206,0.144417587,0.015871462
10,La0Al10C90,Al10 C90,0.022478604,0.022478604,0.084852814,2.456,0.664680374,13.9,0.707106781,2,0,13.50778386,10.58598149,0.755,0.38890873,93.5,10.60660172,9.00E-06,149.5,67.17514421,3513.347,2026.942801,1.636383893,0.512820513,0.487179487,0,0,0.737006916,0.230215827,0.14496539,0.00101249
11,La0Al11C89,Al11 C89,0.014934155,0.014934155,0.070710678,2.4466,0.664680374,13.89,0.707106781,2,0,13.65749225,10.58598149,0.7605,0.38890873,93.35,10.60660172,8.90E-06,150.45,67.17514421,3484.6817,2026.942801,1.599486785,0.514138817,0.485861183,0,0,0.716298623,0.23827873,0.145703352,-0.013857297
12,La0Al12C88,Al12 C88,0.00738905,0.00738905,0.056568542,2.4372,0.664680374,13.88,0.707106781,2,0,13.80720063,10.58598149,0.766,0.38890873,93.2,10.60660172,8.80E-06,151.4,67.17514421,3456.0164,2026.942801,1.562778378,0.515463918,0.484536082,0,0,0.697385164,0.245601539,0.146617185,-0.028709517
13,La0Al13C87,Al13 C87,-0.000156711,0.000873475,0.042426407,2.4278,0.664680374,13.87,0.707106781,2,0,13.95690902,10.58598149,0.7715,0.38890873,93.05,10.60660172,8.70E-06,152.35,67.17514421,3427.3511,2026.942801,1.526287974,0.516795866,0.483204134,0,0,0.679976456,0.252266993,0.147691532,-0.043511707
14,La0Al14C86,Al14 C86,-0.007703129,0.007703129,0.028284271,2.4184,0.664680374,13.86,0.707106781,2,0,14.1066174,10.58598149,0.777,0.38890873,92.9,10.60660172,8.60E-06,153.3,67.17514421,3398.6858,2026.942801,1.490047703,0.518134715,0.481865285,0,0,0.663847228,0.258343067,0.148910202,-0.058228413
15,La0Al15C85,Al15 C85,0.007110161,0.007110161,0.014142136,2.409,0.664680374,13.85,0.707106781,2,0,14.25632579,10.58598149,0.7825,0.38890873,92.75,10.60660172,8.50E-06,154.25,67.17514421,3370.0205,2026.942801,1.454091645,0.519480519,0.480519481,0,0,0.64881906,0.263886501,0.150256287,-0.072822093
16,La0Al16C84,Al16 C84,-0.000138504,0.002488879,0,2.3996,0.664680374,13.84,0.707106781,2,0,14.40603418,10.58598149,0.788,0.38890873,92.6,10.60660172,8.40E-06,155.2,67.17514421,3341.3552,2026.942801,1.418455086,0.520833333,0.479166667,0,0,0.634748254,0.268945295,0.151712226,-0.087253885
17,La0Al17C83,Al17 C83,-0.007385863,0.007407187,0.014142136,2.3902,0.664680374,13.83,0.707106781,2,0,14.55574256,10.58598149,0.7935,0.38890873,92.45,10.60660172,8.30E-06,156.15,67.17514421,3312.6899,2026.942801,1.383173894,0.522193211,0.477806789,0,0,0.621517378,0.273560528,0.15325984,-0.101484258
18,La0Al18C82,Al18 C82,-0.014631914,0.014631914,0.028284271,2.3808,0.664680374,13.82,0.707106781,2,0,14.70545095,10.58598149,0.799,0.38890873,92.3,10.60660172,8.20E-06,157.1,67.17514421,3284.0246,2026.942801,1.348283973,0.523560209,0.476439791,0,0,0.609029246,0.277767703,0.154880366,-0.115473572
19,La0Al19C81,Al19 C81,-0.021876659,0.021876659,0.025927249,2.3714,0.664680374,13.81,0.707106781,2,0,14.85515933,10.58598149,0.8045,0.38890873,92.15,10.60660172,8.11E-06,158.05,67.17514421,3255.3593,2026.942801,1.313820785,0.524934383,0.475065617,0,0,0.597202519,0.281597778,0.156554517,-0.129182577
20,La0Al20C80,Al20 C80,-0.021992141,0.027534496,0.011785113,2.362,0.664680374,13.8,0.707106781,2,0,15.00486772,10.58598149,0.81,0.38890873,92,10.60660172,8.01E-06,159,67.17514421,3226.694,2026.942801,1.279818933,0.526315789,0.473684211,0,0,0.585968447,0.285077951,0.158262561,-0.142572843
21,La0Al21C79,Al21 C79,-0.028824533,0.031692162,0.002357023,2.3526,0.664680374,13.79,0.707106781,2,0,15.15457611,10.58598149,0.8155,0.38890873,91.85,10.60660172,7.91E-06,159.95,67.17514421,3198.0287,2026.942801,1.246311787,0.527704485,0.472295515,0,0,0.575268404,0.288232277,0.159984433,-0.155607154
22,La0Al22C78,Al22 C78,-0.035650537,0.035650537,0.016499158,2.3432,0.664680374,13.78,0.707106781,2,0,15.30428449,10.58598149,0.821,0.38890873,91.7,10.60660172,7.81E-06,160.9,67.17514421,3169.3634,2026.942801,1.213331156,0.529100529,0.470899471,0,0,0.565051993,0.291082163,0.161699875,-0.168249847
23,La0Al23C77,Al23 C77,0.035579896,0.038905103,0.030641294,2.3338,0.664680374,13.77,0.707106781,2,0,15.45399288,10.58598149,0.8265,0.38890873,91.55,10.60660172,7.71E-06,161.85,67.17514421,3140.6981,2026.942801,1.180906994,0.530503979,0.469496021,0,0,0.555275587,0.293646757,0.163388603,-0.180467116
24,La0Al24C76,Al24 C76,0.028290571,0.035133887,0.029514022,2.3244,0.664680374,13.76,0.707106781,2,0,15.60370126,10.58598149,0.832,0.38890873,91.4,10.60660172,7.61E-06,162.8,67.17514421,3112.0328,2026.942801,1.149067145,0.531914894,0.468085106,0,0,0.545901163,0.295943269,0.165030488,-0.192227279
25,La0Al25C75,Al25 C75,0.03042705,0.03042705,0.015371887,2.315,0.664680374,13.75,0.707106781,2,0,15.75340965,10.58598149,0.8375,0.38890873,91.25,10.60660172,7.51E-06,163.75,67.17514421,3083.3675,2026.942801,1.117837128,0.533333333,0.466666667,0,0,0.536895392,0.297987236,0.166605755,-0.203501006
26,La0Al26C74,Al26 C74,0.023567066,0.023567066,0.001229751,2.3056,0.664680374,13.74,0.707106781,2,0,15.90311804,10.58598149,0.843,0.38890873,91.1,10.60660172,7.41E-06,164.7,67.17514421,3054.7022,2026.942801,1.087239951,0.534759358,0.465240642,0,0,0.528228897,0.299792734,0.168095189,-0.21426151
27,La0Al27C73,Al27 C73,0.016704516,0.016704516,0.003856946,2.2962,0.664680374,13.73,0.707106781,2,0,16.05282642,10.58598149,0.8485,0.38890873,90.95,10.60660172,7.31E-06,165.65,67.17514421,3026.0369,2026.942801,1.057295965,0.536193029,0.463806971,0,0,0.519875655,0.301372564,0.169480337,-0.224484702
28,La0Al28C72,Al28 C72,0.009839401,0.011998995,0.01028519,2.2868,0.664680374,13.72,0.707106781,2,0,16.20253481,10.58598149,0.854,0.38890873,90.8,10.60660172,7.21E-06,166.6,67.17514421,2997.3716,2026.942801,1.028022749,0.537634409,0.462365591,0,0,0.511812508,0.302738398,0.170743707,-0.23414931
29,La0Al29C71,Al29 C71,0.002971721,0.009134186,0.024427325,2.2774,0.664680374,13.71,0.707106781,2,0,16.35224319,10.58598149,0.8595,0.38890873,90.65,10.60660172,7.11E-06,167.55,67.17514421,2968.7063,2026.942801,0.999435035,0.539083558,0.460916442,0,0,0.504018761,0.303900914,0.171868952,-0.243236969
30,La0Al30C70,Al30 C70,-0.003898524,0.006537553,0.025712974,2.268,0.664680374,13.7,0.707106781,2,0,16.50195158,10.58598149,0.865,0.38890873,90.5,10.60660172,7.01E-06,168.5,67.17514421,2940.041,2026.942801,0.971544658,0.540540541,0.459459459,0,0,0.496475846,0.304869901,0.172841039,-0.251732265
31,La0Al31C69,Al31 C69,0.001688197,0.008250435,0.011570838,2.2586,0.664680374,13.69,0.707106781,2,0,16.65165997,10.58598149,0.8705,0.38890873,90.35,10.60660172,6.91E-06,169.45,67.17514421,2911.3757,2026.942801,0.944360546,0.54200542,0.45799458,0,0,0.489167044,0.305654353,0.1736464,-0.259622757
32,La0Al32C68,Al32 C68,-0.004700259,0.010797636,0.002571297,2.2492,0.664680374,13.68,0.707106781,2,0,16.80136835,10.58598149,0.876,0.38890873,90.2,10.60660172,6.81E-06,170.4,67.17514421,2882.7104,2026.942801,0.917888736,0.543478261,0.456521739,0,0,0.48207725,0.306262553,0.174273052,-0.266898967
33,La0Al33C67,Al33 C67,-0.011085967,0.013081974,0.016713433,2.2398,0.664680374,13.67,0.707106781,2,0,16.95107674,10.58598149,0.8815,0.38890873,90.05,10.60660172,6.71E-06,171.35,67.17514421,2854.0451,2026.942801,0.892132418,0.544959128,0.455040872,0,0,0.475192772,0.30670214,0.174710699,-0.273554334
34,La0Al34C66,Al34 C66,-0.017468928,0.017468928,0.030855569,2.2304,0.664680374,13.66,0.707106781,2,0,17.10078512,10.58598149,0.887,0.38890873,89.9,10.60660172,6.61E-06,172.3,67.17514421,2825.3798,2026.942801,0.867092006,0.546448087,0.453551913,0,0,0.468501168,0.306980168,0.174950802,-0.279585148
35,La0Al35C65,Al35 C65,-0.023849142,0.023849142,0.043773277,2.221,0.664680374,13.65,0.707106781,2,0,17.25049351,10.58598149,0.8925,0.38890873,89.75,10.60660172,6.51E-06,173.25,67.17514421,2796.7145,2026.942801,0.84276523,0.547945205,0.452054795,0,0,0.461991096,0.307103163,0.174986623,-0.28499046
36,La0Al36C64,Al36 C64,-0.030226608,0.030226608,0.029631141,2.2116,0.664680374,13.64,0.707106781,2,0,17.4002019,10.58598149,0.898,0.38890873,89.6,10.60660172,6.41E-06,174.2,67.17514421,2768.0492,2026.942801,0.819147258,0.549450549,0.450549451,0,0,0.455652193,0.307077169,0.174813247,-0.28977197
37,La0Al37C63,Al37 C63,-0.020760151,0.035431869,0.015489006,2.2022,0.664680374,13.63,0.707106781,2,0,17.54991028,10.58598149,0.9035,0.38890873,89.45,10.60660172,6.31E-06,175.15,67.17514421,2739.3839,2026.942801,0.796230823,0.550964187,0.449035813,0,0,0.449474969,0.306907784,0.17442757,-0.29393389
38,La0Al38C62,Al38 C62,-0.026600562,0.036933451,0.00134687,2.1928,0.664680374,13.62,0.707106781,2,0,17.69961867,10.58598149,0.909,0.38890873,89.3,10.60660172,6.21E-06,176.1,67.17514421,2710.7186,2026.942801,0.774006372,0.552486188,0.447513812,0,0,0.443450713,0.306600201,0.173828266,-0.297482803
39,La0Al39C61,Al39 C61,-0.032432783,0.038177612,0.012795266,2.1834,0.664680374,13.61,0.707106781,2,0,17.84932705,10.58598149,0.9145,0.38890873,89.15,10.60660172,6.11E-06,177.05,67.17514421,2682.0533,2026.942801,0.752462231,0.55401662,0.44598338,0,0,0.437571417,0.306159238,0.173015737,-0.300427502
40,La0Al40C60,Al40 C60,0.032891357,0.032891357,0.026937401,2.174,0.664680374,13.6,0.707106781,2,0,17.99903544,10.58598149,0.92,0.38890873,89,10.60660172,6.01E-06,178,67.17514421,2653.388,2026.942801,0.731584772,0.555555556,0.444444444,0,0,0.431829699,0.305589364,0.171992039,-0.302778818
41,La0Al41C59,Al41 C59,0.026326126,0.030505105,0.041079537,2.1646,0.664680374,13.59,0.707106781,2,0,18.14874383,10.58598149,0.9255,0.38890873,88.85,10.60660172,5.91E-06,178.95,67.17514421,2624.7227,2026.942801,0.711358593,0.557103064,0.442896936,0,0,0.426218752,0.304894726,0.170760787,-0.304549446
42,La0Al42C58,Al42 C58,0.019754293,0.02926902,0.055221672,2.1552,0.664680374,13.58,0.707106781,2,0,18.29845221,10.58598149,0.931,0.38890873,88.7,10.60660172,5.81E-06,179.9,67.17514421,2596.0574,2026.942801,0.691766698,0.558659218,0.441340782,0,0,0.42073228,0.304079173,0.169327053,-0.305753759
43,La0Al43C57,Al43 C57,0.013175857,0.028275561,0.069363808,2.1458,0.664680374,13.57,0.707106781,2,0,18.4481606,10.58598149,0.9365,0.38890873,88.55,10.60660172,5.71E-06,180.85,67.17514421,2567.3921,2026.942801,0.672790684,0.56022409,0.43977591,0,0,0.415364459,0.30314627,0.167697248,-0.306407631
44,La0Al44C56,Al44 C56,0.026766024,0.026766024,0.083505944,2.1364,0.664680374,13.56,0.707106781,2,0,18.59786898,10.58598149,0.942,0.38890873,88.4,10.60660172,5.61E-06,181.8,67.17514421,2538.7268,2026.942801,0.654410924,0.561797753,0.438202247,0,0,0.410109894,0.30209932,0.165878998,-0.306528246
45,La0Al45C55,Al45 C55,0.020758485,0.020758485,0.097648079,2.127,0.664680374,13.55,0.707106781,2,0,18.74757737,10.58598149,0.9475,0.38890873,88.25,10.60660172,5.51E-06,182.75,67.17514421,2510.0615,2026.942801,0.63660675,0.563380282,0.436619718,0,0,0.404963579,0.30094138,0.163881008,-0.306133918
46,La0Al46C54,Al46 C54,0.014749924,0.014749924,0.111790215,2.1176,0.664680374,13.54,0.707106781,2,0,18.89728576,10.58598149,0.953,0.38890873,88.1,10.60660172,5.41E-06,183.7,67.17514421,2481.3962,2026.942801,0.61935663,0.564971751,0.435028249,0,0,0.39992087,0.299675269,0.161712929,-0.305243911
47,La0Al47C53,Al47 C53,0.00874034,0.00874034,0.125932351,2.1082,0.664680374,13.53,0.707106781,2,0,19.04699414,10.58598149,0.9585,0.38890873,87.95,10.60660172,5.31E-06,184.65,67.17514421,2452.7309,2026.942801,0.602638345,0.566572238,0.433427762,0,0,0.394977452,0.298303587,0.15938522,-0.303878269
48,La0Al48C52,Al48 C52,0.002729735,0.004402557,0.140074486,2.0988,0.664680374,13.52,0.707106781,2,0,19.19670253,10.58598149,0.964,0.38890873,87.8,10.60660172,5.21E-06,185.6,67.17514421,2424.0656,2026.942801,0.586429155,0.568181818,0.431818182,0,0,0.390129318,0.29682872,0.156909007,-0.302057643
49,La0Al49C51,Al49 C51,-0.003281892,0.004258429,0.154216622,2.0894,0.664680374,13.51,0.707106781,2,0,19.34641091,10.58598149,0.9695,0.38890873,87.65,10.60660172,5.11E-06,186.55,67.17514421,2395.4003,2026.942801,0.570705957,0.56980057,0.43019943,0,0,0.385372744,0.295252855,0.154295955,-0.299803132
50,La0Al50C50,Al50 C50,-0.009294541,0.009294541,0.168358757,2.08,0.664680374,13.5,0.707106781,2,0,19.4961193,10.58598149,0.975,0.38890873,87.5,10.60660172,5.01E-06,187.5,67.17514421,2366.735,2026.942801,0.555445438,0.571428571,0.428571429,0,0,0.380704269,0.293577982,0.151558131,-0.297136136
51,La0Al51C49,Al51 C49,-0.015308212,0.015308212,0.182500893,2.0706,0.664680374,13.49,0.707106781,2,0,19.64582769,10.58598149,0.9805,0.38890873,87.35,10.60660172,4.91E-06,188.45,67.17514421,2338.0697,2026.942801,0.540624215,0.573065903,0.426934097,0,0,0.376120681,0.291805904,0.148707884,-0.294078206
52,La0Al52C48,Al52 C48,0.004352469,0.020427057,0.196643029,2.0612,0.664680374,13.48,0.707106781,2,0,19.79553607,10.58598149,0.986,0.38890873,87.2,10.60660172,4.81E-06,189.4,67.17514421,2309.4044,2026.942801,0.52621897,0.574712644,0.425287356,0,0,0.371618998,0.289938246,0.145757721,-0.290650916
53,La0Al53C47,Al53 C47,-0.001017618,0.020268632,0.193275854,2.0518,0.664680374,13.47,0.707106781,2,0,19.94524446,10.58598149,0.9915,0.38890873,87.05,10.60660172,4.71E-06,190.35,67.17514421,2280.7391,2026.942801,0.512206573,0.576368876,0.423631124,0,0,0.367196459,0.287976452,0.142720199,-0.286875738
54,La0Al54C46,Al54 C46,-0.006382997,0.019878891,0.179133718,2.0424,0.664680374,13.46,0.707106781,2,0,20.09495284,10.58598149,0.997,0.38890873,86.9,10.60660172,4.61E-06,191.3,67.17514421,2252.0738,2026.942801,0.49856419,0.578034682,0.421965318,0,0,0.362850509,0.285921797,0.139607823,-0.282773928
55,La0Al55C45,Al55 C45,-0.011743666,0.019257837,0.164991582,2.033,0.664680374,13.45,0.707106781,2,0,20.24466123,10.58598149,1.0025,0.38890873,86.75,10.60660172,4.51E-06,192.25,67.17514421,2223.4085,2026.942801,0.485269389,0.579710145,0.420289855,0,0,0.35857879,0.283775383,0.136432947,-0.278366424
56,La0Al56C44,Al56 C44,-0.017099627,0.018405467,0.150849447,2.0236,0.664680374,13.44,0.707106781,2,0,20.39436962,10.58598149,1.008,0.38890873,86.6,10.60660172,4.42E-06,193.2,67.17514421,2194.7432,2026.942801,0.472300231,0.581395349,0.418604651,0,0,0.354379136,0.281538147,0.133207691,-0.273673751
57,La0Al57C43,Al57 C43,-0.022450879,0.022450879,0.136707311,2.0142,0.664680374,13.43,0.707106781,2,0,20.544078,10.58598149,1.0135,0.38890873,86.45,10.60660172,4.32E-06,194.15,67.17514421,2166.0779,2026.942801,0.459635353,0.583090379,0.416909621,0,0,0.350249562,0.279210858,0.129943866,-0.268715941
58,La0Al58C42,Al58 C42,-0.027797421,0.027797421,0.122565175,2.0048,0.664680374,13.42,0.707106781,2,0,20.69378639,10.58598149,1.019,0.38890873,86.3,10.60660172,4.22E-06,195.1,67.17514421,2137.4126,2026.942801,0.447254038,0.584795322,0.415204678,0,0,0.346188261,0.276794115,0.126652903,-0.263512456
59,La0Al59C41,Al59 C41,-0.033139255,0.033139255,0.10842304,1.9954,0.664680374,13.41,0.707106781,2,0,20.84349477,10.58598149,1.0245,0.38890873,86.15,10.60660172,4.12E-06,196.05,67.17514421,2108.7473,2026.942801,0.43513628,0.586510264,0.413489736,0,0,0.342193603,0.274288354,0.123345796,-0.258082126
60,La0Al60C40,Al60 C40,-0.038476379,0.038476379,0.094280904,1.986,0.664680374,13.4,0.707106781,2,0,20.99320316,10.58598149,1.03,0.38890873,86,10.60660172,4.02E-06,197,67.17514421,2080.082,2026.942801,0.423262839,0.588235294,0.411764706,0,0,0.338264126,0.271693836,0.12003305,-0.252443094
61,La0Al61C39,Al61 C39,-0.01121785,0.043264852,0.080138769,1.9766,0.664680374,13.39,0.707106781,2,0,21.14291155,10.58598149,1.0355,0.38890873,85.85,10.60660172,3.92E-06,197.95,67.17514421,2051.4167,2026.942801,0.411615287,0.589970501,0.410029499,0,0,0.334398543,0.269010651,0.116724642,-0.246612766
62,La0Al62C38,Al62 C38,0.037951594,0.037951594,0.065996633,1.9672,0.664680374,13.38,0.707106781,2,0,21.29261993,10.58598149,1.041,0.38890873,85.7,10.60660172,3.82E-06,198.9,67.17514421,2022.7514,2026.942801,0.40017604,0.591715976,0.408284024,0,0,0.330595738,0.266238708,0.113429984,-0.240607774
63,La0Al63C37,Al63 C37,0.032223422,0.032223422,0.051854497,1.9578,0.664680374,13.37,0.707106781,2,0,21.44232832,10.58598149,1.0465,0.38890873,85.55,10.60660172,3.72E-06,199.85,67.17514421,1994.0861,2026.942801,0.388928398,0.59347181,0.40652819,0,0,0.32685477,0.263377734,0.110157897,-0.234443947
64,La0Al64C36,Al64 C36,0.026490328,0.026490328,0.037712362,1.9484,0.664680374,13.36,0.707106781,2,0,21.5920367,10.58598149,1.052,0.38890873,85.4,10.60660172,3.62E-06,200.8,67.17514421,1965.4208,2026.942801,0.377856559,0.595238095,0.404761905,0,0,0.323174878,0.260427263,0.106916592,-0.228136281
65,La0Al65C35,Al65 C35,0.02075231,0.02075231,0.023570226,1.939,0.664680374,13.35,0.707106781,2,0,21.74174509,10.58598149,1.0575,0.38890873,85.25,10.60660172,3.52E-06,201.75,67.17514421,1936.7555,2026.942801,0.366945642,0.597014925,0.402985075,0,0,0.319555489,0.257386631,0.103713654,-0.221698925
66,La0Al66C34,Al66 C34,0.015009369,0.015780616,0.00942809,1.9296,0.664680374,13.34,0.707106781,2,0,21.89145348,10.58598149,1.063,0.38890873,85.1,10.60660172,3.42E-06,202.7,67.17514421,1908.0902,2026.942801,0.356181696,0.598802395,0.401197605,0,0,0.315996223,0.254254959,0.100556037,-0.21514517
67,La0Al67C33,Al67 C33,0.009261504,0.017240856,0.004714045,1.9202,0.664680374,13.33,0.707106781,2,0,22.04116186,10.58598149,1.0685,0.38890873,84.95,10.60660172,3.32E-06,203.65,67.17514421,1879.4249,2026.942801,0.345551703,0.600600601,0.399399399,0,0,0.312496906,0.251031147,0.097450057,-0.208487438
68,La0Al68C32,Al68 C32,0.003508716,0.018910992,0.018856181,1.9108,0.664680374,13.32,0.707106781,2,0,22.19087025,10.58598149,1.074,0.38890873,84.8,10.60660172,3.22E-06,204.6,67.17514421,1850.7596,2026.942801,0.335043584,0.602409639,0.397590361,0,0,0.309057589,0.247713854,0.0944014,-0.201737283
69,La0Al69C31,Al69 C31,-0.002248995,0.020791023,0.032998316,1.9014,0.664680374,13.31,0.707106781,2,0,22.34057863,10.58598149,1.0795,0.38890873,84.65,10.60660172,3.12E-06,205.55,67.17514421,1822.0943,2026.942801,0.324646189,0.604229607,0.395770393,0,0,0.305678558,0.244301482,0.09141512,-0.194905393
70,La0Al70C30,Al70 C30,-0.008011629,0.022880949,0.047140452,1.892,0.664680374,13.3,0.707106781,2,0,22.49028702,10.58598149,1.085,0.38890873,84.5,10.60660172,3.02E-06,206.5,67.17514421,1793.429,2026.942801,0.314349294,0.606060606,0.393939394,0,0,0.302360362,0.240792155,0.088495657,-0.188001595
71,La0Al71C29,Al71 C29,-0.013779187,0.025180771,0.061282588,1.8826,0.664680374,13.29,0.707106781,2,0,22.63999541,10.58598149,1.0905,0.38890873,84.35,10.60660172,2.92E-06,207.45,67.17514421,1764.7637,2026.942801,0.304143589,0.607902736,0.392097264,0,0,0.29910384,0.237183693,0.085646843,-0.18103487
72,La0Al72C28,Al72 C28,0.022469415,0.022469415,0.075424723,1.8732,0.664680374,13.28,0.707106781,2,0,22.78970379,10.58598149,1.096,0.38890873,84.2,10.60660172,2.82E-06,208.4,67.17514421,1736.0984,2026.942801,0.294020662,0.609756098,0.390243902,0,0,0.295910149,0.233473584,0.082871921,-0.174013359
73,La0Al73C27,Al73 C27,0.017497176,0.017497176,0.089566859,1.8638,0.664680374,13.27,0.707106781,2,0,22.93941218,10.58598149,1.1015,0.38890873,84.05,10.60660172,2.72E-06,209.35,67.17514421,1707.4331,2026.942801,0.283972982,0.611620795,0.388379205,0,0,0.292780812,0.22965895,0.080173559,-0.166944382
74,La0Al74C26,Al74 C26,0.012526083,0.012526083,0.103708995,1.8544,0.664680374,13.26,0.707106781,2,0,23.08912056,10.58598149,1.107,0.38890873,83.9,10.60660172,2.62E-06,210.3,67.17514421,1678.7678,2026.942801,0.273993884,0.613496933,0.386503067,0,0,0.289717759,0.225736504,0.077553872,-0.159834459
75,La0Al75C25,Al75 C25,0.007556136,0.007975779,0.11785113,1.845,0.664680374,13.25,0.707106781,2,0,23.23882895,10.58598149,1.1125,0.38890873,83.75,10.60660172,2.52E-06,211.25,67.17514421,1650.1025,2026.942801,0.264077544,0.615384615,0.384615385,0,0,0.286723395,0.221702503,0.075014442,-0.152689324
76,La0Al76C24,Al76 C24,0.002587336,0.005449855,0.131993266,1.8356,0.664680374,13.24,0.707106781,2,0,23.38853734,10.58598149,1.118,0.38890873,83.6,10.60660172,2.42E-06,212.2,67.17514421,1621.4372,2026.942801,0.254218957,0.617283951,0.382716049,0,0,0.283800669,0.217552693,0.072556339,-0.145513949
77,La0Al77C23,Al77 C23,-0.002380319,0.002720106,0.146135401,1.8262,0.664680374,13.23,0.707106781,2,0,23.53824572,10.58598149,1.1235,0.38890873,83.45,10.60660172,2.32E-06,213.15,67.17514421,1592.7719,2026.942801,0.244413917,0.619195046,0.380804954,0,0,0.280953167,0.213282234,0.07018014,-0.138312567
78,La0Al78C22,Al78 C22,-0.007346827,0.007346827,0.160277537,1.8168,0.664680374,13.22,0.707106781,2,0,23.68795411,10.58598149,1.129,0.38890873,83.3,10.60660172,2.22E-06,214.1,67.17514421,1564.1066,2026.942801,0.234658985,0.621118012,0.378881988,0,0,0.278185226,0.208885624,0.06788596,-0.131088696
79,La0Al79C21,Al79 C21,-0.012312188,0.012312188,0.174419673,1.8074,0.664680374,13.21,0.707106781,2,0,23.83766249,10.58598149,1.1345,0.38890873,83.15,10.60660172,2.12E-06,215.05,67.17514421,1535.4413,2026.942801,0.224951473,0.62305296,0.37694704,0,0,0.275502074,0.204356594,0.065673463,-0.123845161
80,La0Al80C20,Al80 C20,-0.017276404,0.017276404,0.188561808,1.798,0.664680374,13.2,0.707106781,2,0,23.98737088,10.58598149,1.14,0.38890873,83,10.60660172,2.02E-06,216,67.17514421,1506.776,2026.942801,0.215289409,0.625,0.375,0,0,0.272910014,0.199687988,0.063541894,-0.11658412
