,pretty_formula,D_max,composition,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,PymatgenData mean X,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev group,PymatgenData mean block,PymatgenData std_dev block,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData mean mendeleev_no,PymatgenData std_dev mendeleev_no,PymatgenData mean electrical_resistivity,PymatgenData mean thermal_conductivity,PymatgenData std_dev thermal_conductivity,PymatgenData mean melting_point,PymatgenData std_dev melting_point,Miedema_deltaH_amor,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,Miedema_deltaH_ami,Miedema_deltaH_am_min
1,Pd75Si15Ag3Cu7,10,Pd75 Si15 Ag3 Cu7,0.000669938,0.006833735,0.043716257,2.1259,0.200781647,10.7,2.216308521,2.85,0.55819672,91.712091,45.11463097,1.3575,0.178710147,71.67,8.846068763,0.000150083,117.4,158.0925524,1756.1793,241.4421753,-0.130057479,0.043478261,0.032608696,0.923913043,0,0.392351298,0.086069673,0.080353508,0.028427709
3,Ti40Zr10Cu34Pd14Sn2,10,Ti40 Zr10 Cu34 Pd14 Sn2,-0.005988159,0.016611362,0.063541325,1.7422,0.322230222,7.42,4.157678478,2.98,0.168005376,67.14784,26.29625763,1.399,0.067341297,61.1,12.82245384,2.27E-07,158.52,209.0046964,1716.8704,401.5015109,-0.937599122,0.185983827,0.005390836,0.808625337,0,0.595838132,0.073391976,0.170737511,-0.10771397
5,Ti45Zr20Be25Cu10,10,Ti45 Zr20 Be25 Cu10,0.004300978,0.015406642,0.038796782,1.5415,0.179222775,4.2,2.924849488,2.5,1.04637016,48.3925955,33.69456981,1.3375,0.214335674,59.2,14.6322312,2.78E-07,102,147.7055663,1824.827,305.1949416,-0.568905327,0.452380952,0,0.547619048,0,0.746737791,0.120057521,0.142947371,-0.191279051
6,Ti45Zr20Be27Cu8,10,Ti45 Zr20 Be27 Cu8,0.006421503,0.014829816,0.021602469,1.5349,0.169152266,4.02,2.715118175,2.46,1.078187804,47.30191914,34.40806724,1.3315,0.220862462,59.3,14.85752646,2.78E-07,97.8,140.0686523,1828.8716,299.4811953,-0.579159139,0.47761194,0,0.52238806,0,0.706027662,0.122426125,0.145773399,-0.199774908
8,(Ti0.41Zr0.25Be0.34)92Fe8,10,Ti37.72 Zr23 Be31.28 Fe8,0.013213223,0.018027433,0.044946855,1.524284,0.155341192,3.6944,1.865400458,2.3744,1.107840445,46.32356293,35.9872449,1.32502,0.232501446,59.4728,14.56327225,2.70E-07,79.4204,90.99405774,1854.4332,259.8584865,-0.685576481,0.541359896,0,0.458640104,0,0.635900453,0.131242344,0.164139681,-0.241925681
9,Ti40Zr25Cu15Be20,10,Ti40 Zr25 Cu15 Be20,0.006924542,0.018826559,0.056407607,1.5475,0.206836816,4.65,3.287505484,2.6,0.946099834,53.2871364,33.01606975,1.36,0.201046215,58.85,14.02931496,2.78E-07,112.55,162.4908712,1824.0655,324.1435356,-0.544033528,0.397849462,0,0.602150538,0,0.840456832,0.117867064,0.134341945,-0.113825064
10,Ti41Zr25Be26Cu8,10,Ti41 Zr25 Be26 Cu8,-0.002730462,0.018017902,0.024494897,1.5241,0.175318396,4.04,2.6702593,2.48,1.051998659,49.85831732,35.53647541,1.3425,0.222312829,58.94,14.63762256,2.84E-07,96.17,138.1292754,1842.0316,303.1375201,-0.583593193,0.475247525,0,0.524752475,0,0.717385619,0.124946727,0.145266834,-0.199306629
11,Ti41Zr25Be28Ag6,10,Ti41 Zr25 Be28 Ag6,0.005115526,0.018239422,0.024494897,1.5193,0.170464247,3.86,2.42441754,2.44,1.083104838,51.42697296,39.93025127,1.3515,0.241144438,58.98,14.80154825,2.84E-07,93.77,136.1375264,1838.7058,316.4469364,-0.561410563,0.502590674,0,0.497409326,0,0.705552534,0.125329695,0.14812698,-0.211048142
12,Ti40Zr26Be28Fe6,10,Ti40 Zr26 Be28 Fe6,-0.001964012,0.017330562,0.016329932,1.5112,0.151921642,3.68,1.692461645,2.44,1.080749064,48.73915096,36.39555616,1.341,0.230461902,58.36,14.34906661,2.89E-07,72.78,89.46710071,1875.14,259.2815872,-0.625979442,0.543478261,0,0.456521739,0,0.658087873,0.128393657,0.152205539,-0.213403072
13,Cu44.25 Ag14.75 Zr36 Ti5,10,Cu44.25 Ag14.75 Zr36 Ti5,-0.004883741,0.010843901,0.030207615,1.681225,0.341208163,8.13,4.269200736,3,0,79.2636545,22.55313372,1.461375,0.132045882,62.5225,13.74217303,1.86E-07,249.805,234.9017114,1646.0954,479.7369588,-0.300605158,0.173431734,0,0.826568266,0,0.825723443,0.101557729,0.105216587,-0.029394579
14,Cu44Zr44Ag6Al6,10,Cu44 Zr44 Ag6 Al6,-0.001159759,0.00608165,0.005,1.6336,0.356777741,8.04,4.64001321,2.94,0.30517336,76.18978432,24.89380663,1.447,0.143904094,62.3,15.34338355,2.01E-07,226.02,236.788354,1663.8428,543.7566285,-0.411927643,0.201612903,0.008064516,0.790322581,0,0.598010682,0.105724349,0.105518461,-0.055298164
15,Zr48Cu37Al7Ag8,10,Zr48 Cu37 Al7 Ag8,-0.008964082,0.01356306,0.02531435,1.6085,0.351873806,7.78,4.649200228,2.93,0.323671805,77.8177037,25.8357773,1.459,0.144744873,61.44,15.3788338,2.17E-07,209.89,234.1116577,1687.9522,552.3031098,-0.426636093,0.218926554,0.009887006,0.771186441,0,0.61526631,0.101829147,0.102856616,-0.045977367
16,Zr48Cu40Al7Ag5,10,Zr48 Cu40 Al7 Ag5,-0.006200087,0.010187733,0.051941883,1.6076,0.356153479,7.78,4.722734152,2.93,0.32879115,76.4880377,25.51456913,1.4515,0.145351702,61.47,15.65407242,2.17E-07,208.99,236.519129,1691.6374,556.7305312,-0.417204146,0.218926554,0.009887006,0.771186441,0,0.581612708,0.104396619,0.103912184,-0.060631271
17,Zr48Cu42Al7Ag3,10,Zr48 Cu42 Al7 Ag3,-0.004353139,0.007689228,0.037087871,1.607,0.35973972,7.78,4.781860516,2.93,0.332907457,75.6015937,25.2632709,1.4465,0.145659888,61.49,15.87156379,2.17E-07,208.39,238.5986422,1694.0942,560.7507768,-0.407837175,0.218926554,0.009887006,0.771186441,0,0.55321948,0.106019199,0.104274632,-0.070308378
19,Zr60Cu27.5Fe2.5Al10,10,Zr60 Cu27.5 Fe2.5 Al10,0.006192156,0.027095481,0.062474485,1.52725,0.341368743,6.925,4.922766937,2.9,0.403147884,76.30382886,27.93282597,1.46125,0.151357663,58.725,16.49129328,2.70E-07,149.3,223.6952538,1788.80875,590.8201172,-0.397093437,0.291139241,0.016877637,0.691983122,0,0.539955712,0.098674327,0.094558415,-0.078951982
20,Zr60Cu20Fe10Al10,10,Zr60 Cu20 Fe10 Al10,0.006083206,0.027801012,0.060609153,1.522,0.324185983,6.7,4.58821579,2.9,0.393919299,75.72625386,27.88247967,1.465,0.143988745,57.9,15.37407132,2.76E-07,125.3,198.1805603,1822.801,554.3612557,-0.410696802,0.315789474,0.01754386,0.666666667,0,0.609380575,0.099469174,0.092067965,-0.083617262
21,Zr60.14Cu22.31Fe4.85Al9.7Ag3,10,Zr60.14 Cu22.31 Fe4.85 Al9.7 Ag3,0.003589414,0.025801289,0.06222477,1.526577,0.334335814,6.8387,4.746949802,2.903,0.389998148,77.60096394,28.09831663,1.470505,0.147333538,58.3803,15.85416585,2.72E-07,142.6472,216.0471699,1798.125677,575.5237235,-0.382927334,0.297663878,0.016528362,0.68580776,0,0.63037137,0.095684243,0.087745438,-0.063486316
22,Cu49 Hf42 Al9,10,Cu49 Hf42 Al9,0.000583504,0.008427309,0.012472191,1.6219,0.376188627,8.24,4.811786017,2.91,0.377274126,108.5316785,79.59869405,1.425,0.144863389,63.48,15.39930798,1.54E-07,226.81,236.3759146,1801.8396,804.8627306,-0.344543515,0.114220877,0.006807867,0.43419062,0.444780635,0.694699407,0.108089684,0.105551423,-0.069131906
25,(Zr0.5Ti0.02Cu0.38Al0.1)95Lu5,10,Zr47.5 Ti1.9 Cu36.1 Al9.5 Lu5,-0.019833764,0.021571836,0.067690472,1.56336,0.335832055,8.032,5.272976377,2.905,0.368782104,78.49257517,37.58241129,1.45645,0.162367124,58.836,18.9762763,2.51E-07,178.868,222.46309,1722.76362,545.6658673,-0.562025406,0.231431799,0.01341429,0.656311776,0.098842135,0.640372769,0.110302658,0.119588802,-0.10027886
26,Co48Cr15Mo14C15B6Er2,10,Co48 Cr15 Mo14 C15 B6 Er2,0.003098008,0.015376841,0.051345532,1.9835,0.347369881,9.22,3.329631801,2.79,0.486479097,55.3143936,35.626564,1.252,0.324347254,66.96,17.55441509,60000000000,104.48,35.88119563,2328.06,869.1564904,0.25696612,0.240168539,0.050561798,0.675561798,0.033707865,0.838639406,0.182956591,0.213361695,-0.229749721
27,Fe48Cr15Mo14C15B6Er2,10,Fe48 Cr15 Mo14 C15 B6 Er2,0.003098008,0.015376841,0.051345532,1.9595,0.358668384,8.74,3.426922027,2.79,0.486479097,53.83206,35.45903538,1.276,0.335859661,65.52,17.98674421,60000000000,94.88,39.40291885,2348.7,850.3593014,0.272767435,0.25753012,0.054216867,0.652108434,0.036144578,0.842670909,0.182956591,0.21231559,-0.11967003
28,(Zr0.5Ti0.02Cu0.38Al0.1)95Er5,10,Zr47.5 Ti1.9 Cu36.1 Al9.5 Er5,-0.019833764,0.021571836,0.067690472,1.56186,0.337998454,7.882,4.921858738,2.905,0.368782104,78.10717517,36.04540129,1.45645,0.162367124,58.936,18.65778679,2.65E-07,178.818,222.5211562,1716.61362,543.095868,-0.556917505,0.2364397,0.013704559,0.663300635,0.086555107,0.64204124,0.110302658,0.119246221,-0.101420974
29,Cu46 Zr42 Al7 Y5,10,Cu46 Zr42 Al7 Y5,-0.005976286,0.007455442,0.039018572,1.6063,0.361945413,7.8,4.781013281,2.93,0.328137922,73.8792402,23.73904129,1.4495,0.171220589,60.55,18.45896917,2.22E-07,210.96,234.3276726,1673.6271,532.9646214,-0.491164864,0.216901408,0.009859155,0.773239437,0,0.591474205,0.119481927,0.118138462,-0.102599802
30,Mg65Cu15Ag10Y10,10,Mg65 Cu15 Ag10 Y10,-0.007763211,0.018092584,0.036927447,1.4515,0.365428311,4.35,5.264499337,1.7,1.304198827,45.007555,41.42306121,1.5175,0.156293218,67.85,19.54756958,9.28E-08,208.7,170.7772775,1107.0085,389.0132433,-0.207699539,0.402298851,0,0.597701149,0,1.226869274,0.093829124,0.065023196,-0.033631425
31,Mg56.5Cu17Ag15Dy11.5,10,Mg56.5 Cu17 Ag15 Dy11.5,0.009702737,0.015439499,0.05016639,1.49295,0.36988344,6.03,5.862873504,1.87,1.263152022,59.402875,60.74531858,1.51825,0.140595166,66.895,19.72026949,1.37E-07,224.165,176.3551547,1130.7554,335.7747095,-0.268462957,0.278606965,0,0.530679934,0.190713101,1.13141669,0.096408036,0.075405142,0.029778362
32,Mg56.5Cu32Dy11.5,10,Mg56.5 Cu32 Dy11.5,0.018772507,0.023341998,0.04856594,1.48845,0.377363319,6.03,6.121697769,1.87,1.31891553,52.754545,57.67059531,1.48075,0.157486997,67.045,20.64915593,1.37E-07,219.665,175.5929416,1149.1814,364.8508649,-0.15405809,0.278606965,0,0.530679934,0.190713101,1.284054022,0.117093594,0.063102433,0.014165631
33,Mg65Cu15Ag5Pd5Gd10,10,Mg65 Cu15 Ag5 Pd5 Gd10,-0.001712304,0.015567003,0.047140452,1.463,0.405611107,5,5.57773351,1.7,1.298146827,51.76956,59.78972009,1.5075,0.157048884,67.95,18.62134876,1.68E-07,190.2,160.9017414,1115.2645,387.377929,-0.401743272,0.34,0,0.52,0.14,0.766510947,0.091576461,0.075536374,-0.063780349
34,Mg57Cu31.5Y9.2Nd2.3,10,Mg57 Cu31.5 Y9.2 Nd2.3,0.017082853,0.01739517,0.044219569,1.48366,0.377778816,5.019,5.45369293,1.86,1.315089522,45.3677442,36.52367589,1.4884,0.178442197,67.28,19.79336953,1.00E-07,219.155,173.1534418,1149.14655,380.8313841,-0.163552943,0.335724248,0,0.645945407,0.018330345,1.368392961,0.121133247,0.059547603,0.014240708
35,Ce68 Al10 Cu20 Co2,10,Ce68 Al10 Cu20 Co2,-0.025437231,0.025437231,0.0585235,1.3402,0.472464193,6.4,5.093542065,2.9,0.429801191,111.8648978,60.54998672,1.68,0.357019683,45.44,28.30191439,5.11E-07,112.98,226.7076215,1126.501,226.4380956,-0.302149387,0.333333333,0.018518519,0.522222222,0.125925926,0.366131728,0.146714468,0.054540913,0.004711784
36,Ce69 Al10 Cu20 Co1,10,Ce69 Al10 Cu20 Co1,-0.027356916,0.028486834,0.063344297,1.3326,0.473589617,6.35,5.162513025,2.9,0.435836629,112.6767258,61.04352027,1.685,0.359620244,45.12,28.63525886,5.17E-07,112.09,230.356698,1119.501,209.7799289,-0.289320735,0.336448598,0.018691589,0.51588785,0.128971963,0.351137763,0.144456788,0.053520159,0.010840313
37,Ce69.5 Al10 Cu20 Co0.5,10,Ce69.5 Al10 Cu20 Co0.5,-0.029497395,0.030046168,0.063146655,1.3288,0.474153819,6.325,5.198568048,2.9,0.439021779,113.0826398,61.30054058,1.6875,0.360971402,44.96,28.80934519,5.21E-07,111.645,232.2715611,1116.001,200.3801221,-0.282747322,0.338028169,0.018779343,0.512676056,0.130516432,0.342253109,0.143295025,0.053201115,0.013634513
42,Ca50Mg15Zn10Cu25,10,Ca50 Mg15 Zn10 Cu25,0.007634038,0.019435453,0.049390752,1.3365,0.472014927,5.25,5.482449444,1.7,1.178691214,46.11215,17.59423375,1.5975,0.257316599,44.55,35.30126611,3.39E-08,236,120.9630566,1104.6605,240.8395976,-0.182400778,0.333333333,0,0.666666667,0,0.834778661,0.192371829,0.057006329,0.016496554
43,Ca50Mg20Zn5Cu25,10,Ca50 Mg20 Zn5 Cu25,0.014226291,0.020812261,0.041386021,1.3195,0.467161559,4.75,5.236647842,1.6,1.141194804,44.05695,17.77094557,1.605,0.251275814,44.4,35.37703893,3.31E-08,238,119.4042057,1116.1765,219.3133866,-0.154739176,0.368421053,0,0.631578947,0,0.915276537,0.187545236,0.055248341,-0.032646621
44,Ca50Mg22.5Cu27.5,10,Ca50 Mg22.5 Cu27.5,0.013962796,0.021431736,0.059880215,1.31725,0.480021605,4.475,5.088298494,1.55,1.130732999,42.982775,17.86140846,1.60875,0.251204513,44.225,35.74064615,3.16E-08,246,121.737587,1138.56175,195.9387004,-0.128424356,0.38547486,0,0.61452514,0,0.926910049,0.187888258,0.057333392,-0.072921467
45,Ca50Mg25Zn10Cu15,10,Ca50 Mg25 Zn10 Cu15,-0.000269858,0.020443634,0.045753968,1.2775,0.411233018,4.35,5.038402146,1.5,1.070064563,42.18805,17.67054654,1.6125,0.240764527,44.65,35.42172318,3.66E-08,212,102.6072331,1061.1835,224.44433,-0.149602143,0.425287356,0,0.574712644,0,0.88151901,0.170526187,0.050944413,-0.058480977
46,Ca55Mg18Zn11Cu16,10,Ca55 Mg18 Zn11 Cu16,0.020735786,0.020735786,0.061988737,1.2713,0.436918583,4.54,5.282639481,1.54,1.120988225,43.78015,17.39204216,1.6245,0.252733699,41.82,36.06186906,3.60E-08,216,106.6486012,1072.828,232.4694054,-0.152865665,0.405286344,0,0.594713656,0,0.813406198,0.174464587,0.051291969,-0.046060395
47,Ca55Mg18Zn16Cu11,10,Ca55 Mg18 Zn16 Cu11,0.016182406,0.016859111,0.045215533,1.2588,0.413010747,4.59,5.386245011,1.54,1.120988225,43.8733,17.56744622,1.6245,0.252733699,42.02,36.34434016,3.81E-08,202,95.38272486,1039.5735,239.4278202,-0.152629345,0.411764706,0,0.588235294,0,0.729989033,0.16815835,0.049989836,-0.036097652
48,Ca58Mg18Zn12Cu12,10,Ca58 Mg18 Zn12 Cu12,0.007654557,0.010476633,0.06091889,1.2418,0.420922673,4.28,5.237012013,1.48,1.100525047,43.09474,17.22680057,1.638,0.252990087,40.18,36.63437852,3.69E-08,207.2,98.15834025,1058.894,230.3449237,-0.136628875,0.439252336,0,0.560747664,0,0.779777442,0.165633491,0.04872972,-0.070076884
49,Ca60Mg17.5Zn22.5,10,Ca60 Mg17.5 Zn22.5,-0.005522518,0.007252961,0.031180478,1.2005,0.358170219,4.25,5.586416892,1.45,1.117283378,43.0172,17.91215563,1.64625,0.259662274,39.475,38.48354481,4.16E-08,175,44.26885523,986.378,231.8576751,-0.101647171,0.470588235,0,0.529411765,0,0.516782002,0.146335788,0.046014752,-0.073377029
50,Ca62.5Mg17.5Zn20,10,Ca62.5 Mg17.5 Zn20,-0.013343682,0.013343682,0.01767767,1.18425,0.353620814,4,5.449621626,1.4,1.089924325,42.383925,17.58254986,1.6575,0.25829622,37.975,38.6710651,4.10E-08,177,43.74573231,996.936,228.7175114,-0.09004149,0.5,0,0.5,0,0.537956288,0.141767284,0.044516686,-0.049757428
51,Ti41Zr25Be28Fe6,9.5,Ti41 Zr25 Be28 Fe6,-0.000637387,0.016781627,0.02049559,1.5133,0.150694783,3.68,1.696150805,2.44,1.083104838,48.30558096,36.10951896,1.3395,0.229687616,58.38,14.36339948,2.89E-07,72.77,89.67027419,1873.27,258.1631392,-0.62322836,0.543478261,0,0.456521739,0,0.658671882,0.127650841,0.151815236,-0.211883902
53,Cu45Zr45Ag5Al5,9,Cu45 Zr45 Ag5 Al5,-0.000927433,0.00565269,0.025,1.6305,0.363189146,7.95,4.684540026,2.95,0.283740153,76.38898693,24.17663836,1.4475,0.143318716,62,15.47551374,2.05E-07,223.6,240.9280784,1677.0165,544.3112485,-0.38457117,0.201342282,0.006711409,0.791946309,0,0.583274159,0.106913645,0.10440382,-0.063915484
55,Mg58.5Cu30.5Y11,9,Mg58.5 Cu30.5 Y11,0.015298307,0.015927666,0.013688325,1.48005,0.376031402,4.855,5.491161483,1.83,1.32558289,43.3795985,31.97063582,1.48725,0.173311803,67.415,20.06741443,9.70E-08,217.47,172.865688,1151.96485,402.7388997,-0.146812607,0.349124614,0,0.650875386,0,1.325414749,0.118590449,0.062043034,-0.001164573
56,Mg58Cu30.5Y11.5,9,Mg58 Cu30.5 Y11.5,0.014633052,0.015435445,0.013901532,1.4796,0.374905484,4.86,5.464090428,1.84,1.322222779,43.70260275,32.07249183,1.48875,0.175087606,67.175,20.3730515,9.98E-08,216.755,173.0911217,1156.34485,405.0702068,-0.151580045,0.348765432,0,0.651234568,0,1.308400625,0.119131361,0.063161494,-0.002488485
57,Fe48Cr15Mo14C15B6Dy2,9,Fe48 Cr15 Mo14 C15 B6 Dy2,0.003098008,0.015376841,0.051345532,1.9591,0.359826773,8.7,3.354899328,2.79,0.486479097,53.73688,35.03105463,1.276,0.335859661,65.56,17.85127974,60000000000,94.8,39.63924337,2346.26,852.8381688,0.276217765,0.259090909,0.054545455,0.656060606,0.03030303,0.845291967,0.182956591,0.212316763,-0.119917923
58,Mg65Cu15Ag10Gd2Y8,9,Mg65 Cu15 Ag10 Gd2 Y8,-0.006544492,0.017702742,0.042426407,1.4511,0.364832216,4.49,5.350915139,1.7,1.300315829,46.374438,45.81213565,1.5175,0.155827886,67.89,19.32904173,1.07E-07,208.58,170.5235103,1102.7285,375.6238505,-0.240812212,0.389755011,0,0.579064588,0.031180401,1.281807518,0.093270483,0.06524901,-0.033854145
59,Mg62.5Cu26.5Gd11,9,Mg62.5 Cu26.5 Gd11,0.005465948,0.011379379,0.034237731,1.45425,0.371576808,5.265,5.818749076,1.75,1.333704847,49.327815,57.22782912,1.49325,0.17323486,67.675,19.70609276,1.76E-07,207.21,171.3649722,1111.03405,345.5756615,-0.138869405,0.329534663,0,0.524216524,0.146248813,1.323265226,0.109924678,0.059366204,-0.036863608
62,La62.5Al12.5Ag5Cu15Co5,9,La62.5 Al12.5 Ag5 Cu15 Co5,-0.010559977,0.020760603,0.084779125,1.36425,0.467106896,6.15,5.50777095,2.875,0.439495999,108.0605808,56.91502387,1.725,0.395895052,48.175,26.38630908,3.94E-07,124,211.700776,1216.12075,224.6466451,-0.373108344,0.367346939,0.025510204,0.607142857,0,0.445128245,0.158715281,0.059716092,-0.061571857
63,Ca50Mg25Cu25,9,Ca50 Mg25 Cu25,0.009048674,0.021521112,0.055024373,1.3025,0.464790275,4.25,4.929503018,1.5,1.095445115,42.00175,17.71701213,1.6125,0.246475151,44.25,35.73653593,3.23E-08,240,118.6591758,1127.6925,195.0967705,-0.121243878,0.411764706,0,0.588235294,0,0.951028577,0.182515548,0.055656947,-0.091585896
64,Ca55Mg18Al5Zn11Cu11,9,Ca55 Mg18 Al5 Zn11 Cu11,0.016257753,0.016785758,0.061824123,1.2568,0.406579195,4.64,5.454068864,1.49,1.039552993,41.95192693,16.83859051,1.6195,0.260418108,42.22,36.34050365,3.65E-08,207.75,91.91286856,1051.613,218.1005858,-0.161635781,0.456521739,0.012077295,0.531400966,0,0.8168501,0.167771479,0.050163217,-0.025749533
66,Ti40Zr25Be30Cr5,8,Ti40 Zr25 Be30 Cr5,-0.000857096,0.017084338,0.062360956,1.5025,0.124447685,3.5,1.295697541,2.4,1.107374089,47.2562596,36.71444149,1.3325,0.234967772,58.6,14.69097742,2.86E-07,76.25,91.88685124,1885.4,275.6683716,-0.606494514,0.557142857,0,0.442857143,0,0.664388335,0.129048919,0.156484866,-0.242813137
67,Ti41Zr25Be30V4,8,Ti41 Zr25 Be30 V4,-0.001505721,0.016892513,0.053030603,1.5001,0.121628264,3.44,1.169091468,2.4,1.113240149,47.1727846,36.8972678,1.3305,0.23566844,58.42,14.83178025,2.92E-07,73.01,93.05057449,1883.13,275.0685236,-0.595676831,0.581395349,0,0.418604651,0,0.655314534,0.12845527,0.155891644,-0.240752877
68,Cu44.25 Ag14.75 Zr35 Ti6,8,Cu44.25 Ag14.75 Zr35 Ti6,-0.003472831,0.010897716,0.034095454,1.683325,0.337307522,8.13,4.24964219,3,0,78.8300845,22.72767085,1.459875,0.131190757,62.5425,13.65126961,1.86E-07,249.795,233.8403635,1644.2254,475.2105375,-0.301475602,0.173431734,0,0.826568266,0,0.853757359,0.10094794,0.105381769,-0.026761313
69,Cu49Zr36Ag10Ti5,8,Cu49 Zr36 Ag10 Ti5,-0.001552793,0.008758451,0.061339221,1.6798,0.348529631,8.13,4.380180649,3,0,77.15835,22.00779119,1.4495,0.132673959,62.57,14.14814899,1.86E-07,248.38,239.4150082,1651.9303,485.3937756,-0.287377577,0.173431734,0,0.826568266,0,0.767439653,0.104515016,0.10301658,-0.04224278
70,Cu43 Zr43 Al7 Ag7,8,Cu43 Zr43 Al7 Ag7,-0.001392108,0.006510671,0.015,1.6367,0.350761606,8.13,4.597447642,2.93,0.323932557,75.9905817,25.57029785,1.4465,0.144548197,62.6,15.21710497,1.97E-07,228.44,232.8979073,1650.6691,543.064615,-0.438951673,0.201884253,0.009421265,0.788694482,0,0.610758543,0.104521814,0.107199604,-0.050298711
71,Cu45Zr45Ag3Al7,8,Cu45 Zr45 Ag3 Al7,0.00049239,0.005338906,0.037749172,1.6241,0.359145356,7.99,4.745723769,2.93,0.332398554,74.7712537,25.10151988,1.4405,0.144981388,62.18,15.74833906,2.05E-07,219.7,238.0287554,1670.9873,555.6507244,-0.41583352,0.208504801,0.009602195,0.781893004,0,0.554483601,0.106945467,0.106189621,-0.065407292
73,Zr48Nb8Cu12Fe8Be24,8,Zr48 Nb8 Cu12 Fe8 Be24,0.007529452,0.011570278,0.039881481,1.5176,0.251891907,4.76,3.336291522,2.52,1.032192114,65.47607408,41.00520612,1.386,0.243201966,59.76,14.73393312,2.39E-07,115.36,150.7151488,1923.6524,461.5030438,-0.50403767,0.378151261,0,0.621848739,0,0.712895264,0.140950947,0.116189397,-0.138561726
78,Fe56Mn5Cr7Mo12Er2C12B6,8,Fe56 Mn5 Cr7 Mo12 Er2 C12 B6,-0.000386247,0.017243762,0.025980762,1.9309,0.353271376,8.71,3.254856144,2.82,0.477924948,54.60775325,35.03058694,1.296,0.326494374,64.87,17.40842868,60000000000,87.17,45.2940648,2223.21,859.385857,0.2538406,0.261939219,0.04341534,0.659913169,0.034732272,0.918548316,0.1692356,0.210443019,-0.086999465
79,(Zr0.5Ti0.02Cu0.38Al0.1)95Ho5,8,Zr47.5 Ti1.9 Cu36.1 Al9.5 Ho5,-0.022647502,0.022650613,0.048609302,1.56136,0.338761872,7.832,4.830326177,2.905,0.368782104,77.99074117,35.59266888,1.45645,0.162367124,58.986,18.50257808,2.63E-07,178.868,222.46309,1713.21362,542.5698951,-0.551362544,0.238157512,0.013804127,0.668119733,0.079918628,0.648246196,0.111529593,0.118885961,-0.101198617
80,Fe48Cr15Mo14C15B6Y2,8,Fe48 Cr15 Mo14 C15 B6 Y2,0.002884049,0.015052356,0.040554015,1.9591,0.359826773,8.52,3.438806813,2.79,0.486479097,52.264997,30.36233614,1.277,0.337970362,65.58,17.7855188,60000000000,94.92,39.28849367,2348.64,850.4144751,0.281471428,0.26635514,0.056074766,0.677570093,0,0.849370479,0.184596376,0.212562602,-0.12060329
81,Cr30Fe26Co7Mo14C15B6Y2,8,Cr30 Fe26 Co7 Mo14 C15 B6 Y2,-0.007136433,0.022322564,0.043969687,1.9371,0.356301073,8.29,3.39950122,2.79,0.457852057,51.90383565,28.57948554,1.2735,0.316692436,65.19,16.98063756,60000000000,98.42,35.94923132,2400.98,769.4085467,0.313580833,0.252019386,0.05815832,0.689822294,0,0.990597577,0.185628197,0.246418107,-0.207789588
82,Cu46 Zr45 Al7 Y2,8,Cu46 Zr45 Al7 Y2,-0.001944978,0.004245445,0.057348835,1.6096,0.364190787,7.83,4.832912625,2.93,0.334851292,73.9487847,24.30444592,1.442,0.15686166,61.27,17.19060438,2.17E-07,211.14,238.873953,1683.4971,552.7030666,-0.441070674,0.21598878,0.009817672,0.774193548,0,0.540209993,0.113179167,0.109957116,-0.090029759
83,Er36 Al24 Co20 Y20,8,Er36 Al24 Co20 Y20,-0.002192725,0.008948736,0.025248762,1.4528,0.308123635,10.56,4.901652872,2.76,0.498907103,96.25661826,66.65823283,1.56,0.277425784,44.92,29.47488013,4.48E-07,85.2,105.3544651,1586.1528,428.7142363,-0.97879624,0.245098039,0.029411765,0.196078431,0.529411765,0.513692223,0.138874938,0.188378019,-0.28885485
84,(Zr0.5Ti0.02Cu0.38Al0.1)95Dy5,8,Zr47.5 Ti1.9 Cu36.1 Al9.5 Dy5,-0.019833764,0.021571836,0.067690472,1.56086,0.339545702,7.782,4.75286072,2.905,0.368782104,77.86922517,35.12632408,1.45645,0.162367124,59.036,18.35015149,2.68E-07,178.618,222.7566427,1710.51362,542.6081793,-0.554937761,0.239900468,0.013905152,0.673009368,0.073185012,0.644692467,0.110302658,0.119120322,-0.102072817
85,Mg65Cu15Ag10Gd4Y6,8,Mg65 Cu15 Ag10 Gd4 Y6,-0.005326413,0.017343986,0.051206888,1.4507,0.364780814,4.63,5.436333654,1.7,1.298387292,47.741321,49.77476538,1.5175,0.155596773,67.93,19.13878932,1.21E-07,208.46,170.5243771,1098.4485,362.3487644,-0.259853063,0.377969762,0,0.561555076,0.060475162,1.297355299,0.092705974,0.067609138,-0.038469965
86,(Zr0.5Ti0.02Cu0.38Al0.1)95Gd5,8,Zr47.5 Ti1.9 Cu36.1 Al9.5 Gd5,-0.019905182,0.022155054,0.067690472,1.55986,0.341174037,7.682,4.642820548,2.905,0.368782104,77.60672517,34.14155622,1.45895,0.169919689,59.186,17.91026831,2.88E-07,178.618,222.7566427,1705.76362,543.6545843,-0.551651057,0.243464052,0.014111705,0.690433749,0.051990493,0.644820323,0.110908126,0.119055813,-0.103911432
